Season,PlayerId,Team,NTC,NMC,ELC,UFA,Average Salary,Major 2034,Major 2035,Major 2036,Major 2037,Major 2038,Major 2039,Major 2040,Major 2041,Major 2042,Major 2043,Major 2044,Major 2045,Major 2046,Major 2047,Minor 2034,Minor 2035,Minor 2036,Minor 2037,Minor 2038,Minor 2039,Minor 2040,Minor 2041,Minor 2042,Minor 2043,Minor 2044,Minor 2045,Minor 2046,Minor 2047
2034/2035,169075,32,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120000,120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160145,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160146,16,No,No,No,No,825000,825000,825000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99000,99000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160155,34,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174521,5098,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160177,9,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160210,11,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,179749,17,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160212,12,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160222,24,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160227,11,No,No,Yes,No,910000,910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160235,20,No,No,No,No,1550000,1550000,1550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1550000,1550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160242,5088,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160252,20,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174535,20,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160255,12,No,No,No,No,810000,810000,810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,810000,810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174536,4838,No,No,Yes,No,790000,790000,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000,79000,79000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160307,29,No,No,No,No,880000,880000,880000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160311,27,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160325,4838,No,No,No,No,975000,975000,975000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,975000,975000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174540,35,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160348,24,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160355,15,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160361,4182,No,No,Yes,No,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160399,23,No,No,No,No,880000,880000,880000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160443,34,No,No,No,No,1310000,1310000,1310000,1310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1310000,1310000,1310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174545,21,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160495,31,No,No,No,No,1580000,1850000,1580000,1310000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,252144,252144,252144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164082,31,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164097,31,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160605,35,No,No,Yes,No,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,28651,26,No,Yes,No,Yes,10000000,10000000,10000000,10000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160614,11,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,28662,4838,No,No,No,Yes,10300000,11750000,11750000,10300000,8850000,8850000,-1,-1,-1,-1,-1,-1,-1,-1,-1,11750000,11750000,10300000,8850000,8850000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,179815,3,No,No,Yes,No,790000,790000,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120000,120000,120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,179817,28,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,185681,26,No,No,Yes,No,861478,861478,861478,861478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42375,42375,42375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160695,20,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160787,22,No,No,No,No,825000,900000,825000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900000,825000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160792,21,No,No,No,No,880000,880000,880000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160802,21,No,No,No,No,1530000,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169130,5088,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160824,28,No,No,No,No,760000,760000,760000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29048,35,No,No,No,Yes,6935600,6939000,6918600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6939000,6918600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29061,12,No,No,No,Yes,5490000,5490000,5490000,5490000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5490000,5490000,5490000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29066,5,No,Yes,No,Yes,7780000,7780000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160853,20,No,No,No,No,990000,990000,990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,990000,990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29106,5098,No,No,No,Yes,5810000,5810000,5810000,5810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5810000,5810000,5810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160869,0,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160876,21,No,No,No,No,790000,830000,790000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830000,790000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160886,8,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29167,26,No,Yes,No,Yes,8168700,6154500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160895,14,No,No,No,No,1190000,1300000,1190000,1080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1300000,1190000,1080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160899,27,No,No,No,No,825000,900000,825000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107250,107250,107250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169135,15,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29250,29,No,No,No,Yes,2590000,2590000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2590000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160945,17,No,No,No,No,1530000,1810000,1530000,1250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198900,198900,198900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174581,35,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160976,14,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,160981,4838,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174586,11,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161066,34,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164169,11,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164181,19,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164185,18,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161103,4182,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161116,32,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161124,33,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161127,5088,No,No,No,No,770000,770000,770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,770000,770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,185740,8,No,No,Yes,No,765000,765000,765000,765000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,765000,765000,765000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161141,34,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,185744,23,No,No,Yes,No,783000,783000,783000,783000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,783000,783000,783000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29847,28,No,No,No,Yes,1800000,1800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,29865,4182,No,No,No,Yes,6570000,6570000,6570000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6570000,6570000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174623,12,No,No,Yes,No,925000,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,179896,30,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169195,25,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164267,26,No,No,Yes,No,750500,750500,750500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68500,68500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161433,5,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169202,34,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161449,24,No,No,No,Yes,4210000,4210000,4210000,4210000,4210000,4210000,4210000,-1,-1,-1,-1,-1,-1,-1,-1,4210000,4210000,4210000,4210000,4210000,4210000,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161462,5088,No,No,Yes,No,783000,783000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,783000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161468,20,No,No,No,No,5150000,5150000,5150000,5150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5150000,5150000,5150000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174644,9,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161539,24,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161582,26,No,No,Yes,No,878750,878750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161588,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164286,21,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174663,30,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174664,11,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161623,5090,No,No,No,Yes,7250000,7250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161634,11,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161637,9,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,30845,11,No,No,No,Yes,5680000,5680000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5680000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161693,24,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161696,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,161710,3,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164338,11,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164350,30,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164356,12,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164368,9,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164383,19,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164386,9,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164392,32,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164418,30,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164444,10,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169262,29,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169269,5092,No,No,Yes,No,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164531,24,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164535,4838,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164586,22,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164591,4838,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164684,4182,No,No,No,No,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164705,12,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164724,4182,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174746,35,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164818,5090,No,No,No,No,1660000,1660000,1660000,1660000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32050,5,No,No,No,No,6730000,6730000,6730000,6730000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6730000,6730000,6730000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169329,23,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164900,26,No,No,No,No,9000000,9000000,9000000,9000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,164915,3,No,No,No,No,1530000,1670000,1530000,1390000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214200,214200,214200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169337,5,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169338,10,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,180004,35,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174767,5090,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165000,19,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
